ASVID	Kingdom	Supergroup	Division	Class	Order	Family	Genus	Species	Function	Function_Group	Nutrition	Notes
ASV8310	Eukaryota	Opisthokonta	Fungi	Microsporidiomycota	Microsporidiomycotina	Microsporidiomycotina_X	NA	NA	na	na	na	na
ASV8311	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8312	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV8313	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8314	Eukaryota	Amoebozoa	Lobosa	Tubulinea	Arcellinida	Arcellinida_X	Cryptodifflugia	NA	consumers	consumers	bacterivore	na
ASV8315	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-C	Spumella	Spumella_sp.	consumers	consumers	bacterivore	na
ASV8316	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8317	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8318	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-C	Spumella	NA	consumers	consumers	bacterivore	na
ASV8319	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Diacronema	Diacronema_noctivaga	phototrophic	phototrophic	phototrophic	na
ASV832	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Peridiniaceae	Peridinium	NA	phototrophic	phototrophic	phototrophic	na
ASV8320	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Amphifilida	Amphifilaceae	NA	NA	consumers	consumers	bacterivore	na
ASV8321	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8322	Eukaryota	Opisthokonta	Fungi	Microsporidiomycota	Microsporidiomycotina	Microsporidiomycotina_X	NA	NA	na	na	na	na
ASV8323	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV8324	Eukaryota	Amoebozoa	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV8325	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV8326	Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Eugregarinorida	Gregarinidae	NA	NA	animal_parasite	symbionts	animal_parasite	na
ASV8327	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV8328	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellales_X	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV8329	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV8330	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV8331	Eukaryota	Amoebozoa	Conosa	Variosea	Variosea_X	Schizoplasmodiids	Schizoplasmodium	Schizoplasmodium_cavostelioides	consumers	consumers	bacterivore	na
ASV8333	Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Peritrichia_2	Sessilida	NA	NA	na	na	na	na
ASV8334	Eukaryota	Alveolata	Ciliophora	Litostomatea	Haptoria_3	Haptoria_3_X	Fuscheria	Fuscheria_terricola	consumers	consumers	eukaryvore	eukaryvore
ASV8335	Eukaryota	Hacrobia	Centroheliozoa	Centroheliozoa_X	Pterocystida	Pterocystidae	NA	NA	consumers	consumers	omnivore	na
ASV8336	Eukaryota	Rhizaria	Cercozoa	NA	NA	NA	NA	NA	na	na	na	na
ASV834	Eukaryota	Opisthokonta	Metazoa	Rotifera	Rotifera_X	Rotifera_XX	NA	NA	rotifers	na	na	na
ASV8340	Eukaryota	Stramenopiles	Pseudofungi	Oomycota	Oomycota_X	Saprolegniales	NA	NA	consumers	consumers	pathogen	na
ASV8341	Eukaryota	Opisthokonta	Metazoa	Nematoda	Enoplea	Enoplea_X	Isomermis	Isomermis_lairdi	nematodes	na	na	na
ASV8342	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8343	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	NA	NA	NA	na	na	na	na
ASV8344	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-E	Chromophyton	Chromophyton_rosanoffii	mixotrophic	phototrophic	mixotrophic	na
ASV8345	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8346	Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Eugregarinorida	Gregarinidae	NA	NA	animal_parasite	symbionts	animal_parasite	na
ASV8347	Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Neogregarinorida	Actinocephalidae	NA	NA	animal_parasite	symbionts	animal_parasite	na
ASV8348	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8349	Eukaryota	Excavata	Discoba	Kinetoplastea	Trypanosomatida	Trypanosomatidae	NA	NA	animal_parasite	symbionts	animal_parasite	insect_parasite
ASV835	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	NA	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV8350	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8351	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8352	Eukaryota	Stramenopiles	Opalozoa	Bicoecea	Bicoecales	Bicoecaceae	Bicosoeca	Bicosoeca_petiolata	consumers	consumers	bacterivore	na
ASV8353	Eukaryota	Stramenopiles	Pseudofungi	Oomycota	Oomycota_X	Peronosporales	NA	NA	consumers	consumers	pathogen	na
ASV8354	Eukaryota	Stramenopiles	Ochrophyta	NA	NA	NA	NA	NA	na	na	na	na
ASV8355	Eukaryota	Opisthokonta	Metazoa	Arthropoda	NA	NA	NA	NA	na	na	na	na
ASV8356	Eukaryota	Alveolata	Ciliophora	NA	NA	NA	NA	NA	na	na	na	na
ASV8357	Eukaryota	Alveolata	Ciliophora	NA	NA	NA	NA	NA	na	na	na	na
ASV8358	Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	NA	NA	na	na	na	na
ASV8359	Eukaryota	Rhizaria	Cercozoa	Endomyxa	Vampyrellida	Thalassomyxa-lineage	Thalassomyxa-lineage_X	Thalassomyxa-lineage_X_sp.	consumers	consumers	eukaryvore	na
ASV836	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV8360	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Neidium	NA	phototrophic	phototrophic	phototrophic	na
ASV8362	Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	NA	NA	NA	na	na	na	na
ASV8363	Eukaryota	Alveolata	Ciliophora	NA	NA	NA	NA	NA	na	na	na	na
ASV8364	Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Hymenostomatia	Tetrahymenida	Tetrahymena	NA	animal_parasite	symbionts	animal_parasite	histophagous_predators
ASV8365	Eukaryota	Hacrobia	Centroheliozoa	Centroheliozoa_X	Pterocystida	NA	NA	NA	consumers	consumers	omnivore	na
ASV8366	Eukaryota	Excavata	Discoba	Euglenida	NA	NA	NA	NA	na	na	na	na
ASV8367	Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Hymenostomatia	Tetrahymenida	Tetrahymena	Tetrahymena_pyriformis	animal_parasite	symbionts	animal_parasite	histophagous_predators
ASV8368	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8369	Eukaryota	Stramenopiles	Pseudofungi	Oomycota	Oomycota_X	NA	NA	NA	consumers	consumers	pathogen	na
ASV837	Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Peritrichia_2	Sessilida	Vorticella	Vorticella_campanula	consumers	consumers	omnivore	omnivore
ASV8371	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Chromadorea_X	NA	NA	nematodes	na	na	na
ASV8372	Eukaryota	Opisthokonta	Fungi	Basidiomycota	NA	NA	NA	NA	na	na	na	na
ASV8373	Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Peritrichia_2	NA	NA	NA	na	na	na	na
ASV8374	Eukaryota	Stramenopiles	Pseudofungi	Oomycota	Oomycota_X	Peronosporales	NA	NA	consumers	consumers	pathogen	na
ASV8375	Eukaryota	Rhizaria	Cercozoa	NA	NA	NA	NA	NA	na	na	na	na
ASV8376	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	NA	NA	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV8377	Eukaryota	Stramenopiles	Pseudofungi	Oomycota	Oomycota_X	Peronosporales	NA	NA	consumers	consumers	pathogen	na
ASV8378	Eukaryota	Stramenopiles	Pseudofungi	Oomycota	Oomycota_X	Saprolegniales	Aphanomyces	Aphanomyces_sp.	consumers	consumers	pathogen	na
ASV8379	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Sphaeropleales	NA	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV838	Eukaryota	Opisthokonta	Metazoa	Gastrotricha	Gastrotricha_X	Gastrotricha_XX	Chaetonotus	NA	gastrotrich	na	na	na
ASV8380	Eukaryota	Alveolata	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV8381	Eukaryota	Excavata	Discoba	NA	NA	NA	NA	NA	na	na	na	na
ASV8382	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8383	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV8384	Eukaryota	Opisthokonta	Fungi	Chytridiomycota	Chytridiomycotina	Monoblepharidomycetes	Gonapodya	Gonapodya_polymorpha	na	na	na	na
ASV8385	Eukaryota	Excavata	Discoba	Euglenida	Aphagea	Distigmidae	Distigma	NA	consumers	consumers	osmotrophic	na
ASV8386	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV8387	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-C	NA	NA	na	na	na	na
ASV8388	Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Peritrichia_2	NA	NA	NA	na	na	na	na
ASV8389	Eukaryota	Rhizaria	Cercozoa	Filosa-Imbricatea	Euglyphida	Euglyphidae	NA	NA	consumers	consumers	omnivore	na
ASV839	Eukaryota	Amoebozoa	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV8390	Eukaryota	Alveolata	Dinoflagellata	NA	NA	NA	NA	NA	na	na	na	na
ASV8393	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	NA	mixotrophic	phototrophic	mixotrophic	na
ASV8395	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Amphifilida	Amphifilaceae	Fibrophrys	Fibrophrys_sp.	consumers	consumers	bacterivore	na
ASV8396	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8397	Eukaryota	Alveolata	Ciliophora	Colpodea	Colpodea_X	NA	NA	NA	na	na	na	bacterivore
ASV8398	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV8399	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	NA	NA	NA	na	na	na	na
ASV84	Eukaryota	Opisthokonta	Metazoa	Tardigrada	Tardigrada_X	Tardigrada_XX	Acutuncus	Acutuncus_antarcticus	tardigrades	na	na	na
ASV840	Eukaryota	Hacrobia	Centroheliozoa	Centroheliozoa_X	Pterocystida	Pterocystidae	Chlamydaster	Chlamydaster_sterni	consumers	consumers	omnivore	na
ASV8400	Eukaryota	Amoebozoa	Lobosa	Tubulinea	NA	NA	NA	NA	na	na	na	na
ASV8401	Eukaryota	Rhizaria	Cercozoa	Endomyxa	Vampyrellida	NA	NA	NA	consumers	consumers	eukaryvore	na
ASV8402	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-E	NA	NA	mixotrophic	phototrophic	mixotrophic	na
ASV8403	Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Camptophora	Camptophora_hylomeconis	na	na	na	na
ASV8404	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-C	NA	NA	na	na	na	na
ASV8405	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV8406	Eukaryota	Alveolata	Ciliophora	NA	NA	NA	NA	NA	na	na	na	na
ASV8407	Eukaryota	Opisthokonta	Fungi	Kickxellomycota	Kickxellomycotina	Harpellales	Smittium	Smittium_morbosum	na	na	na	na
ASV8408	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV8409	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV841	Eukaryota	Amoebozoa	Conosa	Variosea	NA	NA	NA	NA	consumers	consumers	bacterivore	na
ASV8410	Eukaryota	Opisthokonta	Fungi	Ascomycota	NA	NA	NA	NA	na	na	na	na
ASV8412	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8413	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-B1	Chrysophyceae_Clade-B1_X	Chrysophyceae_Clade-B1_X_sp.	mixotrophic	phototrophic	mixotrophic	na
ASV8414	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Chloromonas	Chloromonas_tughillensis	phototrophic	phototrophic	phototrophic	na
ASV8415	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8417	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	NA	NA	NA	na	na	na	na
ASV8418	Eukaryota	Stramenopiles	Pseudofungi	Oomycota	Oomycota_X	NA	NA	NA	consumers	consumers	pathogen	na
ASV8419	Eukaryota	Rhizaria	Cercozoa	Endomyxa	Vampyrellida	NA	NA	NA	consumers	consumers	eukaryvore	na
ASV842	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8420	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV8421	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Stephanodiscus	NA	phototrophic	phototrophic	phototrophic	na
ASV8422	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV8423	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV8424	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	NA	NA	NA	na	na	na	na
ASV8427	Eukaryota	Amoebozoa	Conosa	Variosea	Variosea_X	Acramoebidae	Acramoeba	Acramoeba_dendroida	consumers	consumers	bacterivore	na
ASV8428	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8429	Eukaryota	Alveolata	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV843	Eukaryota	Rhizaria	Cercozoa	Filosa-Imbricatea	Euglyphida	Euglyphidae	Euglypha	Euglypha_rotunda	consumers	consumers	omnivore	na
ASV8430	Eukaryota	Amoebozoa	Lobosa	NA	NA	NA	NA	NA	na	na	na	na
ASV8432	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	NA	NA	NA	na	na	na	na
ASV8433	Eukaryota	Amoebozoa	Conosa	Archamoebea	Mastigamoebida	Mastigamoebidae	Mastigamoeba	Mastigamoeba_sp.	consumers	consumers	bacterivore	na
ASV8434	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Amphifilida	Amphifilaceae	Fibrophrys	Fibrophrys_sp.	consumers	consumers	bacterivore	na
ASV8435	Eukaryota	Rhizaria	Cercozoa	NA	NA	NA	NA	NA	na	na	na	na
ASV8436	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Amphifilida	Amphifilaceae	Fibrophrys	Fibrophrys_sp.	consumers	consumers	bacterivore	na
ASV8437	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8439	Eukaryota	Stramenopiles	Pseudofungi	Oomycota	Oomycota_X	Saprolegniales	NA	NA	consumers	consumers	pathogen	na
ASV844	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Chromadorea_X	NA	NA	nematodes	na	na	na
ASV8440	Eukaryota	Archaeplastida	Rhodophyta	Bangiophyceae	Cyanidiales	Cyanidiales_X	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV8441	Eukaryota	Alveolata	Ciliophora	NA	NA	NA	NA	NA	na	na	na	na
ASV8442	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	NA	NA	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV8443	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Chromadorea_X	NA	NA	nematodes	na	na	na
ASV8444	Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Cercomonadida	Paracercomonadidae	Paracercomonas	Paracercomonas_anaerobica	consumers	consumers	bacterivore	na
ASV8445	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8446	Eukaryota	Stramenopiles	Ochrophyta	NA	NA	NA	NA	NA	na	na	na	na
ASV8447	Eukaryota	Opisthokonta	Fungi	Ascomycota	NA	NA	NA	NA	na	na	na	na
ASV8448	Eukaryota	Excavata	Discoba	Euglenida	Euglenophyceae	Phacaceae	Lepocinclis	Lepocinclis_spirogyroides	mixotrophic	phototrophic	mixotrophic	na
ASV8449	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Amphifilida	Amphifilaceae	Fibrophrys	Fibrophrys_sp.	consumers	consumers	bacterivore	na
ASV845	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	NA	NA	NA	na	na	na	na
ASV8450	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV8451	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8452	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8453	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8454	Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Sclerotinia	Sclerotinia_trifoliorum	na	na	na	na
ASV8455	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8458	Eukaryota	Opisthokonta	Fungi	Blastocladiomycota	Blastocladiomycotina	Blastocladiomycetes	Hyaloraphidium	Hyaloraphidium_curvatum	na	na	na	na
ASV846	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV8460	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	NA	NA	NA	na	na	na	na
ASV8461	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	NA	NA	NA	na	na	na	na
ASV8462	Eukaryota	Alveolata	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV8463	Eukaryota	Amoebozoa	Conosa	Archamoebea	Mastigamoebida	Mastigamoebidae	Mastigamoeba	NA	consumers	consumers	bacterivore	na
ASV8464	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV8465	Eukaryota	Excavata	Discoba	Euglenida	Aphagea	Distigmidae	Distigma	Distigma_curvatum	consumers	consumers	osmotrophic	na
ASV8467	Eukaryota	Excavata	Discoba	Kinetoplastea	NA	NA	NA	NA	na	na	na	na
ASV8468	Eukaryota	Amoebozoa	Lobosa	Tubulinea	Arcellinida	Arcellinida_X	Cryptodifflugia	NA	consumers	consumers	bacterivore	na
ASV847	Eukaryota	Alveolata	Ciliophora	Litostomatea	Litostomatea_X	Litostomatea_XX	Balantidion	Balantidion_pellucidum	consumers	consumers	eukaryvore	eukaryvore
ASV8470	Eukaryota	Alveolata	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV8471	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8472	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8473	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV8475	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Hexapoda	Collembola	Sminthurides	Sminthurides_aquaticus	springtails	na	na	na
ASV8476	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8477	Eukaryota	Amoebozoa	Lobosa	Discosea-Longamoebia	Thecamoebida	Thecamoebidae	Thecamoeba	Thecamoeba_similis	consumers	consumers	bacterivore	na
ASV8478	Eukaryota	Stramenopiles	Ochrophyta	Eustigmatophyceae	Eustigmatophyceae_X	Eustigmatophyceae_XX	Monodus	NA	phototrophic	phototrophic	phototrophic	na
ASV8479	Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Cercomonadida	Paracercomonadidae	NA	NA	consumers	consumers	bacterivore	na
ASV848	Eukaryota	Amoebozoa	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV8480	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV8481	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Amphifilida	Amphifilaceae	NA	NA	consumers	consumers	bacterivore	na
ASV8482	Eukaryota	Opisthokonta	Fungi	Kickxellomycota	Kickxellomycotina	Harpellales	Smittium	NA	na	na	na	na
ASV8483	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8484	Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Oligohymenophorea_X	Oligohymenophorea_XX	Dexiotricha	Dexiotricha_cf._granulosa	consumers	consumers	bacterivore	bacterivore
ASV8488	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV8489	Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Cercomonadida	Paracercomonadidae	Paracercomonas	Paracercomonas_anaerobica	consumers	consumers	bacterivore	na
ASV849	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-D	Phaeoplaca	Phaeoplaca_thallosa	na	na	na	na
ASV8490	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8491	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Gyrosigma	Gyrosigma_acuminatum	phototrophic	phototrophic	phototrophic	na
ASV8492	Eukaryota	Excavata	Discoba	Heterolobosea	Tetramitia_I	Neovahlkampfiidae	Neovahlkampfia	Neovahlkampfia_nana	consumers	consumers	bacterivore	na
ASV8493	Eukaryota	Alveolata	Ciliophora	Litostomatea	Litostomatea_X	Litostomatea_XX	NA	NA	consumers	consumers	eukaryvore	eukaryvore
ASV8494	Eukaryota	Rhizaria	Cercozoa	Endomyxa-Phytomyxea	Plasmodiophorida	Polymyxa-lineage	NA	NA	plant_parasite	symbionts	plant_parasite	na
ASV8495	Eukaryota	Amoebozoa	Lobosa	Tubulinea	Euamoebida	Hartmannellidae	NA	NA	consumers	consumers	bacterivore	na
ASV8496	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Chlamydomonas	Chlamydomonas_monadina	phototrophic	phototrophic	phototrophic	na
ASV8497	Eukaryota	Rhizaria	Cercozoa	Endomyxa	Vampyrellida	Sey055-lineage	Sey055-lineage_X	Sey055-lineage_X_sp.	consumers	consumers	eukaryvore	na
ASV8498	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV8499	Eukaryota	Hacrobia	Centroheliozoa	Centroheliozoa_X	Pterocystida	NA	NA	NA	consumers	consumers	omnivore	na
ASV85	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	NA	NA	NA	na	na	na	na
ASV850	Eukaryota	Opisthokonta	Fungi	Ascomycota	NA	NA	NA	NA	na	na	na	na
ASV8500	Eukaryota	Alveolata	Ciliophora	NA	NA	NA	NA	NA	na	na	na	na
ASV8501	Eukaryota	Stramenopiles	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV8502	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8503	Eukaryota	Excavata	Discoba	Euglenida	Petalomonadida	Scytomonadidae	Petalomonas	Petalomonas_sphagnophila	consumers	consumers	bacterivore	na
ASV8504	Eukaryota	Stramenopiles	Ochrophyta	Xanthophyceae	Xanthophyceae_X	Xanthophyceae_XX	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV8505	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8507	Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	NA	NA	NA	NA	na	na	na	na
ASV8508	Eukaryota	Amoebozoa	Lobosa	Discosea-Flabellinia	Vannellida	Vannellidae	Vannella	Vannella_miroides	consumers	consumers	bacterivore	na
ASV8509	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV851	Eukaryota	Opisthokonta	Metazoa	Tardigrada	Tardigrada_X	Tardigrada_XX	Bryodelphax	Bryodelphax_sp.	tardigrades	na	na	na
ASV8510	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Amphifilida	Amphifilaceae	Fibrophrys	Fibrophrys_sp.	consumers	consumers	bacterivore	na
ASV8511	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV8512	Eukaryota	Alveolata	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV8513	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Chromadorea_X	NA	NA	nematodes	na	na	na
ASV8514	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Amphifilida	Amphifilaceae	Fibrophrys	Fibrophrys_sp.	consumers	consumers	bacterivore	na
ASV8515	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Hypotrichia	NA	NA	NA	consumers	consumers	omnivore	omnivore
ASV8516	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8517	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Paulschulzia	Paulschulzia_pseudovolvox	phototrophic	phototrophic	phototrophic	na
ASV8518	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Amphifilida	Amphifilaceae	Fibrophrys	Fibrophrys_sp.	consumers	consumers	bacterivore	na
