	Ant	BYL33	BYL48	LP	MKIS	N3	P1	P3	SP	U1	U2	UP	V1	V2	WH	WHIS	CBP12	CBP14	CBP1	CBP3	CBP6	CBP7	CBP9	KJ11	KJ15	KJ17	KJ22	KJ25	KJ32	KJ33	KJ5	WL
ASV4967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	16	0	18	0	0	0	0	0	0	0	18	0	0	0	4
ASV4968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	9	18	3	0	25	4	0	0	0	0	0	0	0	22	3
ASV4970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0
ASV4971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0
ASV4973	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV4974	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV4975	0	0	0	0	0	0	0	0	0	23	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV4976	0	0	0	0	0	0	0	0	0	6	0	0	32	60	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV4977	0	0	0	31	0	0	0	0	0	4	24	0	0	27	0	0	6	0	0	0	0	0	0	0	0	5	0	18	15	0	0	0
ASV4978	0	29	0	0	0	0	0	0	0	0	0	0	0	0	20	0	9	0	0	21	21	0	0	0	0	0	0	0	0	0	0	0
ASV4979	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	26	0	0	0
ASV498	0	0	0	213	0	0	48	19	0	369	109	0	90	79	19	0	0	0	0	0	26	0	0	157	0	173	0	0	163	50	0	0
ASV4980	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0
ASV4981	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	2	41	24	0	0	13	4	0	0
ASV4982	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	4	0	20	32	0	6	17	0	0	0	0	0	0	0	0	34
ASV4983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	21	11	0	0	0	0	0	0	0	49
ASV4984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	29	0	0	0	0	61	4	0
ASV4985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0
ASV4986	0	62	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV4987	0	0	0	9	0	16	96	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV4988	0	0	0	0	0	0	0	0	0	6	6	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV4989	0	0	0	0	0	0	0	0	0	0	0	0	20	83	0	0	0	0	0	0	0	0	0	0	0	0	8	0	9	0	0	0
ASV4991	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	32	0	0
ASV4992	6	5	0	31	0	0	0	0	0	10	30	5	0	0	0	0	0	0	8	0	0	4	0	0	14	0	5	2	20	0	0	0
ASV4993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0	0	0	0	0	0	0	80	0	0	4	0
ASV4994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	60	0	0	28	0	0	0
ASV4995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	33	10	0	7	0	0
ASV4996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	85	0	0	0	0
ASV4997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	55	0	0	10	0
ASV4998	0	0	0	0	0	41	29	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV4999	0	0	0	0	0	0	0	0	0	0	0	0	10	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
ASV5	0	16669	820	0	0	0	0	0	0	0	218	0	76	0	0	0	115	430	762	1253	735	4766	1515	0	7	0	0	0	188	1467	946	106
ASV50	513	0	0	1415	0	0	0	0	0	0	16	0	0	0	61	0	531	392	316	163	0	553	233	0	409	0	606	1347	0	98	1266	29
ASV500	63	0	0	43	0	10	27	13	225	201	99	0	3	80	6	0	59	69	116	39	0	175	25	287	22	65	58	89	259	67	158	0
ASV5000	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0
ASV5002	0	0	0	0	0	0	0	0	0	19	0	0	0	21	0	0	0	0	0	0	0	0	0	37	22	13	0	0	5	2	0	0
ASV5003	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0
ASV5004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	76	0	0	0	0	0	0	0	0	15
ASV5005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	56	0	19	0	0	12
ASV5006	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	20	27	0	30	0	0	0	0	0	0	0	0	53
ASV5007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	15	5	0	14	0	0
ASV5008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	91	0
ASV5009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	58	0	0
ASV501	3	0	0	5	0	0	0	0	12	0	0	0	0	0	38	0	193	218	327	101	187	24	91	0	5	0	0	0	0	0	0	223
ASV5010	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5012	0	0	0	0	0	0	0	0	0	15	24	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	21	25	0	0
ASV5013	0	31	0	0	0	0	0	0	26	0	0	7	0	0	0	0	4	0	0	0	8	20	7	0	0	0	5	24	0	0	0	0
ASV5015	0	0	0	3	0	0	0	0	0	54	6	0	0	0	0	0	8	11	4	15	0	0	3	0	5	0	22	35	2	26	0	2
ASV5016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	14	0	24	0	0	0
ASV5017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	74	0	0	0	0	0	0
ASV5018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0
ASV5019	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV502	1256	17	0	19	77	0	0	27	0	0	0	13	0	0	308	136	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0
ASV5020	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5021	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5022	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5023	0	0	0	0	0	0	0	0	0	0	0	0	77	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
ASV5025	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	27	5	37	0	0	0	0	0	0
ASV5026	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	8	5	0	0	0	0	0	0	0	0	19	0	0	59	0
ASV5028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	33	13	0	0	0	0	0	0	0	0	10
ASV503	0	12	0	963	0	0	0	0	234	0	0	0	0	0	116	0	0	0	14	0	288	0	125	0	0	0	0	0	0	0	0	31
ASV5030	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	97	0	26	0	0	33	0	0	0
ASV5034	0	0	0	82	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	74	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
ASV5036	0	0	0	0	18	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0
ASV5037	0	0	0	2	0	0	0	0	39	0	0	15	0	0	8	0	0	0	9	25	0	0	0	0	0	0	0	0	0	0	0	0
ASV5038	12	0	0	0	0	0	0	0	37	0	4	4	0	0	39	0	0	0	0	0	2	0	0	0	6	0	9	0	0	45	0	0
ASV5039	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	43	0	0	0	0
ASV5040	0	0	0	0	0	0	0	0	0	0	0	0	64	44	0	0	0	0	0	0	0	0	0	0	0	0	27	0	27	0	0	0
ASV5043	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	12	11	0	0	0	0	0	0	0	0	18	34	0	0	19	0
ASV5044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	109	10	12	16	10	29	0	0
ASV5045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	8	9	0	0	0	0	0	0	0	0	17
ASV5046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	2	16	0	0	0	0	47	0	0	0	25
ASV5047	63	3	19	33	0	0	2	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
ASV5048	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5049	0	0	5	0	0	6	15	8	0	64	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV505	6	15	0	0	0	0	0	0	4	66	56	0	2	49	0	0	0	0	0	5	33	47	0	339	13	54	209	101	198	299	0	19
ASV5050	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5051	0	0	0	0	0	0	0	0	0	71	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
ASV5052	0	0	0	0	3	0	0	0	15	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	75	0	0
ASV5053	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	76	0	4	0	0	0	0	0	0
ASV5054	0	0	0	0	0	0	0	0	0	0	8	0	0	3	0	0	0	0	0	0	0	0	0	20	0	0	15	0	16	36	0	0
ASV5055	7	0	0	0	0	0	0	0	0	20	0	0	0	0	0	5	0	0	0	0	0	0	0	43	0	0	0	0	51	0	0	0
ASV5057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	9	4	41	3	0	0	0	0	16	0	0	0	0
ASV5058	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	9	13	0	0	0
ASV5059	24	7	0	22	0	0	0	0	0	0	14	0	0	0	20	0	0	0	0	0	0	4	0	7	0	0	0	14	12	7	6	0
ASV506	15	0	0	113	0	0	0	0	0	0	10	0	0	0	0	0	152	81	56	68	0	60	99	0	142	0	99	367	0	0	128	20
ASV5060	5	43	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0
ASV5061	0	0	0	32	0	0	0	0	0	0	0	0	0	0	19	0	0	16	11	20	0	0	0	0	0	0	0	0	0	0	0	0
ASV5062	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	11	34	0	0	0	0	0	0	29	0	0	0	0
ASV5064	0	0	0	6	0	0	0	0	0	0	0	0	0	0	13	0	0	0	58	0	0	0	3	0	0	0	0	18	0	0	0	0
ASV5065	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	67	0	0
ASV5066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	14	10	0	0	0	0	0	0	0	27	0	0	0	0	28
ASV5068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	14	4	4	0	0	18	0	0	0	0	0	0	0	0	26
ASV5069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	14	3	10	9	0	5	0	0	0	42	12	0	0	31	0
ASV507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	140	0	0	0	0	0	620	0	0	507	0
ASV5070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	8	0	0	9	10	6	0	0	0	51
ASV5072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	51	0	0	10	0
ASV5073	0	0	0	70	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5075	0	0	0	0	0	47	0	17	0	9	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5076	0	0	0	0	0	0	0	0	0	4	0	0	62	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5077	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5079	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV508	118	0	4	10	0	0	0	0	26	0	0	0	0	0	48	0	123	64	100	70	50	172	101	0	211	0	30	94	0	0	45	141
ASV5080	58	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
ASV5081	0	0	0	0	0	0	0	0	0	33	0	0	12	95	0	0	0	0	0	0	0	0	0	5	0	0	0	0	19	0	0	0
ASV5082	0	14	0	0	0	0	0	0	12	0	0	36	0	0	3	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	9
ASV5083	9	27	0	0	0	0	0	0	0	0	5	0	0	0	8	0	0	0	0	0	12	0	0	0	9	0	6	7	0	16	0	0
ASV5084	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	23	15	23	0	0	0
ASV5085	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	24	39	0	0	0	0	0	0	0	0	0	0
ASV5087	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	11	0	10	7	0	49	9	0	0
ASV5091	90	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5092	64	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5093	30	0	0	22	0	36	2	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV5094	0	0	0	9	0	0	25	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
ASV5095	0	0	0	0	0	24	0	0	0	0	0	0	17	38	0	0	0	0	0	0	0	0	0	36	0	0	0	0	20	0	0	0
ASV5096	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	33	0	20	0	0	7	0	0	0
ASV5098	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	4	0	7	27	10	0	11	0	0	0	0	2	0	0	0	25
ASV5099	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	29	0	14	3	2	0	8	0	0	0	0	53	14	0	0	11
ASV51	634	596	68	393	67	22	179	30	1712	46	16	90	0	0	598	10	434	410	380	776	719	843	648	0	17	0	117	562	40	265	141	530
ASV510	1007	3	8	13	0	0	13	5	0	59	0	1	9	506	42	0	0	0	0	0	0	0	0	0	0	0	57	9	40	0	0	0
ASV5100	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	43	0	15	10	0
ASV5101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	8	0	21	0	0	19	0	0	0	0	0	0	0	0	8
ASV5102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	31	0	0	0	0	0	0	0	0	10	0	0	28	0
ASV5103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	2	0	0	0	0	0	0	0	0	0	0	0	0	73
ASV5105	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5106	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5109	0	14	39	4	0	6	10	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
ASV511	32	56	85	76	6	18	153	57	38	34	17	46	1	0	11	0	44	61	44	13	47	151	44	3	40	38	47	40	12	99	26	42
ASV5111	0	0	0	0	0	7	40	0	30	0	0	0	0	0	0	4	0	0	0	0	0	0	0	8	0	0	0	0	8	0	0	0
ASV5112	0	0	0	0	0	0	0	0	0	21	0	0	8	20	0	0	0	0	0	0	0	0	0	12	0	0	0	0	36	0	0	0
ASV5113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	15	0	0	0	10	0	0	0	0	0	0	0	0	49
ASV5114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	94	0
ASV5115	0	12	0	0	0	0	45	40	0	0	0	0	10	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ASV5116	0	0	0	77	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5117	0	0	0	0	0	80	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5118	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5119	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV512	80	7	0	0	0	0	0	0	0	0	3	0	0	0	0	0	52	43	0	41	181	0	0	0	272	125	105	238	0	200	38	0
ASV5120	0	0	0	0	0	0	0	0	0	0	0	0	5	86	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0
ASV5121	0	0	0	6	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	11	0	0
ASV5124	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0
ASV5127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0
ASV5128	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV513	0	0	0	81	0	0	0	0	0	0	0	0	0	0	366	0	23	224	45	506	0	7	8	94	0	145	20	265	0	0	0	41
ASV5130	0	0	0	0	0	0	0	0	0	43	0	0	0	25	0	0	0	0	0	0	0	0	0	3	0	0	15	0	10	0	0	0
ASV5131	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0
ASV5132	6	19	0	0	0	0	0	2	15	0	0	0	0	0	0	0	0	0	0	9	21	0	0	0	10	0	9	0	0	0	0	5
ASV5133	0	0	0	0	27	0	0	0	0	21	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	24	24	7	0	0	0	0
ASV5134	0	0	0	0	0	0	0	0	0	1	0	0	0	0	19	0	0	16	0	0	20	0	0	0	0	0	24	10	7	0	0	0
ASV5135	0	0	0	2	0	0	0	0	6	0	0	0	0	0	10	0	16	0	0	13	9	0	11	0	0	0	6	14	0	0	0	10
ASV5136	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	61	0	0	0	0	0	0
ASV5137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	17	25	0	0	0	0	0	0	0	0	0	0	0	24
ASV5138	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	75	0	0	0
ASV5139	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV514	0	0	0	0	0	0	1373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5140	0	0	0	64	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5144	0	0	0	0	0	9	0	4	0	73	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	6	0	7	0	0	0	0
ASV5145	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0
ASV5147	4	0	0	0	0	0	0	0	36	0	0	0	0	0	1	2	0	0	0	42	0	33	0	0	0	0	0	0	0	0	0	10
ASV5148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0
ASV5149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0
ASV515	18	406	422	0	0	6	9	0	0	28	109	13	62	3	10	0	19	65	30	47	143	157	61	16	114	145	39	49	17	113	22	0
ASV5150	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5152	0	0	0	15	33	3	18	6	5	0	0	0	0	0	5	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5153	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5155	0	0	7	0	0	0	0	0	0	0	3	0	26	16	0	0	0	0	0	0	0	0	0	46	0	0	12	12	0	7	0	0
ASV5156	0	0	0	0	0	9	18	22	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	17	0	0	0	0	0
ASV5157	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	17	12	18	24	2	9	0	0
ASV5158	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	5	11	7	11	0	0	0	8	22	0	0	0	24
ASV5159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	29	43	0	0	19	0
ASV516	0	0	0	0	0	0	0	2	0	0	0	3	13	468	0	0	0	0	0	0	0	5	0	246	53	47	102	138	303	65	23	0
ASV5160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	57	8	0	0	0	0	0	0	10	0	14
ASV5161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	45	4	0	0	25	0	0	0
ASV5162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	26	0	0	0	0	0	0
ASV5163	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	22	0	0	0	0	74	0	0	0
ASV5165	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5166	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
ASV5167	0	0	23	0	0	0	0	14	0	11	6	13	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
ASV5168	43	21	0	4	0	0	0	0	0	0	0	0	0	0	8	0	0	0	3	0	0	9	7	0	0	0	0	0	0	0	0	0
ASV5169	33	3	5	0	0	0	0	0	1	0	3	2	0	0	10	0	0	0	0	0	1	0	1	4	0	0	0	12	7	14	0	0
ASV517	0	0	0	16	0	69	1113	189	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5171	0	0	0	0	0	0	0	0	0	0	4	0	0	0	6	0	0	0	0	0	0	0	0	0	33	11	23	5	0	13	0	0
ASV5172	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	6	18	0	0	0	18	0	0	23	13	10	37	0	5	11	6
ASV5173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	62	0	0	12	0
ASV5174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	88	0	0	0	0
ASV5176	0	0	0	0	0	84	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5178	38	0	0	1	0	0	0	0	0	0	0	0	0	0	28	0	0	12	10	0	0	45	6	0	0	0	0	0	0	0	0	0
ASV518	0	0	12	44	113	0	21	3	0	34	20	23	0	0	0	4	224	390	191	35	0	69	0	0	205	763	180	0	0	21	154	0
ASV5180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	17	17	0	0	45	0	0	0	0	0	0	0	0	8
ASV5181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	2	2	12	19	0	2	5	24	6	0	0	11	0	2
ASV5182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	39	0	0	0	0	0	0
ASV5183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0
ASV5184	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5185	0	0	0	0	0	38	39	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5186	0	0	0	0	0	13	28	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	14	0	6	0	0	27	3	0	0
