	Ant	BYL33	BYL48	LP	MKIS	N3	P1	P3	SP	U1	U2	UP	V1	V2	WH	WHIS	CBP12	CBP14	CBP1	CBP3	CBP6	CBP7	CBP9	KJ11	KJ15	KJ17	KJ22	KJ25	KJ32	KJ33	KJ5	WL																						
ASV2499	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	8	40	0	0	0	0	0	0	0	0	0																						
ASV25	39	427	493	89	49	15	0	0	1467	0	0	0	0	0	111	5967	0	151	0	0	73	0	0	0	26	27	0	0	0	0	0	5																						
ASV250	0	0	0	0	0	0	0	0	0	0	0	874	0	0	0	0	0	0	0	0	28	0	0	0	0	18	0	0	0	0	0	0																						
ASV2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0																						
ASV2502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40																						
ASV2504	0	0	9	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2506	0	0	0	0	0	17	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2507	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2508	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2509	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	26	0	0																						
ASV251	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	12	0	0	0	0	33	171	137	15	0	109	339	19	0																						
ASV2510	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0																						
ASV2511	0	0	0	0	0	0	0	0	0	2	9	0	0	0	0	0	0	0	0	0	0	0	0	10	0	6	0	5	7	0	0	0																						
ASV2512	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	3	12	0	0	0	0	0	0	9	0	0	2	0																						
ASV2513	0	0	0	0	2	0	0	3	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	8	0	2	0	0	0	0	0	0																						
ASV2514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0																						
ASV2515	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	7	0	0	8	8	0	0																						
ASV2516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	3	0	0																						
ASV2517	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2518	0	0	0	0	0	6	25	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2519	0	0	0	0	0	0	0	22	0	10	0	7	0	0	0	0	0	0	24	21	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV252	0	0	0	0	0	0	6	25	0	0	8	0	0	0	0	0	0	0	8	0	3	231	920	0	0	0	25	0	0	0	0	0																						
ASV2520	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2521	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0																						
ASV2522	0	0	0	0	0	0	0	0	0	6	19	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	2	0	0																						
ASV2523	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	23	2	0	0	7	0	0	0	0																						
ASV2524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2525	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	32	0	0	0	0	0	15	5	0	0																						
ASV2526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	19	0	0	7	7	0	0	0	0	0																						
ASV2527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0																						
ASV2528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	8	0	18	0	0																						
ASV2529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39																						
ASV253	0	55	0	0	0	108	0	0	0	0	0	0	0	0	0	0	20	6	6	0	705	0	24	0	0	0	0	0	0	0	0	0																						
ASV2530	0	28	6	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2531	0	0	0	0	0	5	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2533	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2534	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0																						
ASV2535	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	3	0	6	0	9	0	0	0	11	5	0	0	0	0																						
ASV2536	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	8	0	20	0	0	0	0	0	0	0	4	0	11	0	0																						
ASV2537	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	33	0	0																						
ASV2538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0	15	13	3	0	0	2																						
ASV2539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	22	0	8	0	0	0	0	0																						
ASV254	0	4	2	2	0	43	2	33	0	0	0	0	0	0	0	0	67	164	28	68	140	94	152	0	0	0	0	0	0	11	11	166																						
ASV2540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	22	14	0	0	0	0	0	0																						
ASV2541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	5	5	0	0																						
ASV2542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0																						
ASV2543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0																						
ASV2544	0	0	18	0	4	9	14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2545	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2546	0	0	0	0	0	36	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2547	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2548	0	0	0	0	0	8	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2549	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2550	0	0	0	14	27	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2551	0	19	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0																						
ASV2552	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0																						
ASV2554	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	0	0	1	0	0	0	3	0	2	7	6	0	8	0	0																						
ASV2555	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0																						
ASV2556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	11	0	0	22																						
ASV2557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	32																						
ASV2558	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	18	0	10	14	5	0	0																						
ASV2559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	8	0	0	0	0																						
ASV256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	82	37	313	170	269	65	0	0	0	0	0	0	0	0	65																						
ASV2560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0																						
ASV2561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	4	0	0																						
ASV2562	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2563	0	0	0	35	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2564	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2565	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2566	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2567	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2569	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0																						
ASV2570	0	0	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0																						
ASV2571	0	0	0	0	0	0	13	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0																						
ASV2572	0	0	0	0	0	0	2	0	0	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	18	0	0	0																						
ASV2573	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	6	0	11	0	0	0	0	0	0																						
ASV2574	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	17	0	8	7	0	3	0	0	0																						
ASV2575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	17	0	0	0																						
ASV2576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0																						
ASV2577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0																						
ASV2578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38																						
ASV2579	0	27	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV258	12	29	9	0	0	0	0	0	0	2	31	0	4	41	3	0	13	14	8	6	46	8	102	0	0	0	57	3	408	62	16	67																						
ASV2580	0	0	0	0	54	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2581	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2582	0	0	0	0	0	0	15	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2583	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2584	0	5	0	0	0	0	17	0	0	8	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0																						
ASV2585	0	3	7	0	0	0	0	5	0	7	3	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	2	0	7	0	0																						
ASV2586	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	8	0	22	0	0	0	0	0	0																						
ASV2587	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	6	0	0																						
ASV2588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	28	0	0	3	0	4	0	0																						
ASV259	0	25	0	0	0	660	0	22	0	0	100	0	18	0	0	0	18	0	0	0	3	0	38	4	0	5	6	5	6	0	0	3																						
ASV2590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0																						
ASV2591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	10	0	0	12	0	0																						
ASV2592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0																						
ASV2593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0																						
ASV2594	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2595	0	0	0	0	11	8	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2596	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0																						
ASV2598	0	0	0	0	0	0	0	0	0	0	0	16	0	0	4	0	0	0	0	12	3	0	0	0	6	0	0	0	0	0	0	0																						
ASV2599	0	0	0	2	0	0	0	0	3	0	11	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0																						
ASV26	0	0	0	0	5453	35	2	0	0	0	0	0	0	0	0	4241	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0																						
ASV260	441	12	111	0	0	18	0	29	0	36	0	0	18	0	82	0	3	0	0	271	0	3	0	0	0	0	557	0	4	69	0	8																						
ASV2600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0																						
ASV2601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0																						
ASV2602	0	0	0	0	19	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2603	0	0	0	0	0	17	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2605	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2606	0	0	0	0	0	0	0	0	0	18	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0																						
ASV2607	0	0	0	7	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	9	0	11	0	0	0	0	0	0	0	0	8																						
ASV2608	0	0	14	0	0	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0																						
ASV2609	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	28	0	0																						
ASV261	0	0	0	0	0	0	0	0	0	676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	166	0	0	0	0	0	0																						
ASV2610	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32																						
ASV2611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	12	5	0	6	4	0	0	0	0	0	0	0	0	0																						
ASV2612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	10	0	8	0	16	0																						
ASV2613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	23	0																						
ASV2614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0																						
ASV2616	0	0	0	0	0	6	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2617	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2618	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2619	0	0	17	0	0	0	9	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0																						
ASV262	0	0	0	0	0	98	571	103	0	0	0	0	57	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	64	0																						
ASV2620	0	9	0	0	0	0	0	0	0	13	0	4	12	0	0	0	0	0	0	7	0	0	0	0	3	10	0	0	2	0	0	0																						
ASV2621	0	0	0	0	0	0	2	6	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	3	0	0																						
ASV2622	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	3	2	4	17	0	8	6	0	0	0	0	1	0	0	0	2																						
ASV2623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	17	0	0	0	0	0	0	0	0	11																						
ASV2624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	7	7	13																						
ASV2625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0																						
ASV2626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	33	0	0																						
ASV2627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0																						
ASV2628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37																						
ASV2629	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2630	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2631	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2632	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0																						
ASV2634	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0																						
ASV2635	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	10	0	0	0																						
ASV2636	0	0	0	8	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0																						
ASV2637	0	0	0	0	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0																						
ASV2638	0	0	0	0	0	0	2	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	7	13	0	0																						
ASV2639	0	0	0	2	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0																						
ASV264	0	0	0	5	0	0	0	0	886	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0																						
ASV2640	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0																						
ASV2642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	16	6	0	0	10	0	0																						
ASV2643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	14	0	6	0	0	0	5	2	2	5	1	0																						
ASV2645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0																						
ASV2646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	4	0	0	0	0	0																						
ASV2647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	10	0	0																						
ASV2648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0																						
ASV2649	6	0	0	0	9	8	5	3	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV265	0	64	72	2	0	135	99	143	0	36	9	0	0	77	0	0	14	28	12	12	62	25	104	3	0	0	0	9	7	0	2	38																						
ASV2650	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2651	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2652	0	0	0	0	0	18	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2653	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2654	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2655	0	0	0	0	0	0	0	0	0	12	13	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	5	6	0	0	0	0																						
ASV2656	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	16	10	0	0	0	4	0	0																						
ASV2657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0																						
ASV2658	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0																						
ASV266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	31	18	20	0	50	0	0	0	0	99	586	16	48	22	0																						
ASV2660	0	0	21	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2661	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2662	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2663	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2664	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0																						
ASV2665	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0																						
ASV2667	0	1	25	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	2	2	0	0																						
ASV2668	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	25	3	3	0	0	0	0																						
ASV2669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	7	20	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV267	0	12	68	2	0	0	0	4	70	110	10	2	0	0	294	0	10	11	13	111	26	20	77	0	0	9	20	8	5	7	5	76																						
ASV2670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0																						
ASV2671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0																						
ASV2672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0																						
ASV2673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	11	12	0	0																						
ASV2674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	2	7	13	0	0																						
ASV2675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0																						
ASV2676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0																						
ASV2677	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2678	0	0	0	0	0	17	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV2679	0	0	0	0	0	4	12	0	0	0	13	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
ASV268	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	678	0	0	0	0	0																						
ASV2680	0	0	0	0	0	0	13	5	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0																						
ASV2681	0	0	5	0	0	14	3	2	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0																						
ASV2683	0	0	2	0	0	0	0	0	0	19	2	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	2	0	0	0																						
ASV2684	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	4	0	0	0	0	0	0	0	0	28	0	0	0																						
ASV2685	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	6	0	0	17	0	0	0	0	0	0	0	0	0	0																						
ASV2686	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	13	18	0	0	0	0																						
